code,L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,L4_Code,L4_Name,L5_Code,L5_Name,Description,References,Questions,Notes,,,,,,,,,,,,,,,,,
62215,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62200,Parks,62215,Parkways and Boulevards,,,"A parkway is a broad, landscaped highway thoroughfare. The term is particularly used for a roadway in a park or connecting to a park from which trucks and other heavy vehicles are excluded. A boulevard , often abbreviated Blvd, is a type of large road, usually running through a city.  It often means a wide, multi-lane arterial thoroughfare, divided with a median down the centre, and perhaps with roadways along each side designed as slow travel and parking lanes and for bicycle and pedestrian usage, often with an above-average quality of landscaping and scenery.",https://en.wikipedia.org/wiki/Boulevard,,,,,,,,,,,,,,,,,,,
62220,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62200,Parks,62220,"Forestry, Nursery, and Trees",,,"Forestry is the science and craft of creating, managing, using, conserving, and repairing forests and associated resources to meet desired goals, needs, and values for human and environment benefits. A nursery is a place where plants are propagated and grown to usable size. They include retail nurseries which sell to the general public, wholesale nurseries which sell only to businesses such as other nurseries and to commercial gardeners, and private nurseries which supply the needs of institutions or private estates.",https://en.wikipedia.org/wiki/Plant_nursery,,,,,,,,,,,,,,,,,,,
62225,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62200,Parks,62225,Park Policing,,,Specialized police force whose jurisdiction is contained within the greater boundaries of specific parks.,,,,,,,,,,,,,,,,,,,,
62230,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62200,Parks,62230,Park Lighting,,,"Lighting designed for the outdoor areas existing within parks.  This lighting may accentuate the various useses inherent within the parks, be decorative, and/or be designed for the safety of all who use the parks.",,,,,,,,,,,,,,,,,,,,
62235,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62200,Parks,62235,Botanical Gardens,,,"A botanical garden is a garden dedicated to the collection, cultivation and display of a wide range of plants labelled with their botanical names. It may contain specialist plant collections such as cacti and other succulent plants, herb gardens, plants from particular parts of the world, and so on; there may be greenhouses, shadehouses, again with special collections such as tropical plants, alpine plants, or other exotic plants. Visitor services at a botanical garden might include tours, educational displays, art exhibitions, book rooms, open-air theatrical and musical performances, and other entertainment.",https://en.wikipedia.org/wiki/Botanical_garden,,,,,,,,,,,,,,,,,,,
62240,,Culture/Recreation/Parks,62000,Recreation & Parks,62200,Parks,62240,Parks Maintenance,,,"The Park Maintenance staff takes care of the aesthetic, functional and safety elements of all public parks. The crew performs routine and periodic landscape maintenance, care and preparation of athletic fields, playground safety inspections, tree planting and trimming, and general groundskeeping.",ref: Lawrence MA; http://www.yucca-valley.org/departments/parkmaintenance.html,,,,,,,,,,,,,,,,,,,
62290,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62200,Parks,62290,Other - Parks,,,All functions and actions that are associated with parks but not specified elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
62990,60000,Culture/Recreation/Parks,62000,Recreation & Parks,62990,Other - Recreation and Parks,,,,,All Parks and Recreation functions or actions that are not specified elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
63000,60000,Culture/Recreation/Parks,63000,Libraries,,,,,,,"A library is a collection of sources of information and similar resources, made accessible to a defined community for reference or borrowing.[1] It provides physical or digital access to material, and may be a physical building or room, or a virtual space, or both.",https://en.wikipedia.org/wiki/Library,,,,,,,,,,,,,,,,,,,
63100,60000,Culture/Recreation/Parks,63000,Libraries,63100,Library administration,,,,,"Management of each library and the entire library system, this section consists of administration, finance, procurement, and all other overhead functions.",,,,,,,,,,,,,,,,,,,,
63200,60000,Culture/Recreation/Parks,63000,Libraries,63200,Circulation,,,,,"The main public service point is the circulation desk or loans desk, usually found near the main entrance of a library. It provides lending services and facilities for return of loaned items. Renewal of materials and payment of fines are also handled at the circulation desk.",https://en.wikipedia.org/wiki/Library_circulation,,,,,,,,,,,,,,,,,,,
63300,60000,Culture/Recreation/Parks,63000,Libraries,63300,Catalog,,,,,"A library catalog is a register of all bibliographic items found in a library or group of libraries, such as a network of libraries at several locations. A bibliographic item can be any information entity (e.g., books, computer files, graphics, realia, cartographic materials, etc.) that is considered library material (e.g., a single novel in an anthology), or a group of library materials (e.g., a trilogy), or linked from the catalog (e.g., a webpage) as far as it is relevant to the catalog and to the users (patrons) of the library.",https://en.wikipedia.org/wiki/Library_catalog,,,,,,,,,,,,,,,,,,,
63400,60000,Culture/Recreation/Parks,63000,Libraries,63400,Reference,,,,,"The reference desk or information desk of a library is a public service counter where professional librarians provide library users with direction to library materials, advice on library collections and services, and expertise on multiple kinds of information from multiple sources.",https://en.wikipedia.org/wiki/Reference_desk,,,,,,,,,,,,,,,,,,,
63500,60000,Culture/Recreation/Parks,63000,Libraries,63500,Order,,,,,"A specific request for the library to procure or borrow a book, periodical or other item that is not currently within the collection.",,,,,,,,,,,,,,,,,,,,
63600,60000,Culture/Recreation/Parks,63000,Libraries,63600,Periodicals,,,,,"A periodical is anything that comes out with regular issues. A daily newspaper, a weekly news magazine, a monthly journal, and an annual book series are all examples of periodicals. Some periodicals are published in ways that make them more valuable to scholars.",,,,,,,,,,,,,,,,,,,,
63700,60000,Culture/Recreation/Parks,63000,Libraries,63700,Extension,,,,,"An additional part of the library that focuses on providing users more opportunity to use the services provided.  An extension can be organized in many ways, but it is always provides library materials to users as if they visited the main branch.",,,,,,,,,,,,,,,,,,,,
63800,60000,Culture/Recreation/Parks,63000,Libraries,63800,Special collections,,,,,"Materials housed in special collections can be in any format (including rare books, manuscripts, photographs, archives, ephemera, and digital records), and are generally characterized by their artifactual or monetary value, physical format, uniqueness or rarity, and/or an institutional commitment to long-term preservation and access.",https://en.wikipedia.org/wiki/Special_collections,,,,,,,,,,,,,,,,,,,
63900,60000,Culture/Recreation/Parks,63000,Libraries,63900,Branch libraries,,,,,"A branch library is a smaller regional library with nearly all the same capabilities of a main branch. Typically a municipality will have a large main branch near the center of town, with branches extendeding into various neighborhoods.  It differs from an extension, because it has a higher level fo capabilities.",,,,,,,,,,,,,,,,,,,,
63990,,Culture/Recreation/Parks,63000,Libraries,63990,Libraries - Other,,,,,Other functions and actions associated with libraries that are not speciically addressed elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
69000,,Culture/Recreation/Parks,69000,Other - Culture/Recreation/Parks,,,,,,,"Other functions and actions associated with culture, outside of parks and recreation individually,  that are not speciically addressed elsewhere in this document.",,,,,,,,,,,,,,,,,,,,
70000,70000,Community Development,,,,,,,,,"Community development is a process where community members come together to take collective action and generate solutions to common problems. Community wellbeing (economic, social, environmental and cultural) often evolves from this type of collective action being taken at a grassroots level.",www.peernetbc.com/what-is-community-development,"Better to rename 70000 as ""Community Development"" to capture a more generalized concept",,,,,,,,,,,,,,,,,,
71000,70000,Community Development,71000,Resource Conservation,,,,,,,"The Resource Conservation and Development Program (RC&D), initiated in 1962 under authority of Food and Agriculture Act of 1962 (P.L. 87-703), assists multi-county areas in enhancing conservation, water quality, wildlife habitat, recreation and rural development. Work in each area is coordinated by a council. At present, 375 areas have been approved encompassing more than 2,500 counties.

The RC&D Program is a nationwide USDA program administered by the Natural Resources Conservation Service (NRCS). The purpose of the RC&D program is to accelerate the conservation, development, and utilization of natural resources, improve the general level of economic activity, and to enhance the environment and standard of living in designated RC&D areas. Current program objectives focus on improvement of quality of life achieved through natural resources conservation and community development which leads to sustainable communities, prudent use (development), and the management and conservation of natural resources.",https://en.wikipedia.org/wiki/Resource_Conservation_and_Development_Program,,,,,,,,,,,,,,,,,,,
